,User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
29571,U29572,39,Female,Business Owner,Android,4.3,3.9,4,5.2,1,37,5,9.4
29572,U29573,40,Other,Business Owner,Android,3.2,2.9,4,4.8,1,44,0,5.9
29573,U29574,46,Female,Professional,Android,4.2,6.9,2,7.7,1,48,0,9.0
29574,U29575,18,Female,Business Owner,Android,8.8,5.5,8,7.4,0,58,1,13.1
29575,U29576,49,Other,Student,Android,3.3,7.2,2,5.2,1,22,5,3.4
29576,U29577,46,Male,Professional,Android,9.5,5.6,2,6.9,0,45,1,6.6
29577,U29578,33,Male,Business Owner,Android,10.2,7.6,1,6.2,1,39,6,9.4
29578,U29579,24,Male,Freelancer,iOS,2.9,4.6,4,5.6,1,11,4,9.3
29579,U29580,28,Other,Student,Android,9.8,7.2,1,6.6,1,21,1,4.2
29580,U29581,60,Other,Business Owner,iOS,5.4,7.7,3,4.6,0,35,0,5.2
29581,U29582,31,Other,Freelancer,iOS,7.6,6.7,10,5.8,1,19,6,2.6
29582,U29583,24,Female,Freelancer,iOS,2.4,7.0,7,8.3,1,10,5,5.0
29583,U29584,38,Female,Freelancer,iOS,1.8,1.2,7,5.0,0,52,5,9.4
29584,U29585,39,Female,Professional,Android,9.5,7.4,4,8.3,1,36,6,6.6
29585,U29586,39,Female,Professional,iOS,10.9,4.1,3,8.0,1,18,6,4.3
29586,U29587,58,Male,Freelancer,Android,7.6,1.7,9,7.2,1,25,6,10.3
29587,U29588,20,Male,Freelancer,Android,6.9,4.3,8,7.8,1,33,0,12.5
29588,U29589,38,Other,Student,iOS,9.1,5.2,5,6.9,1,27,0,12.6
29589,U29590,46,Female,Freelancer,Android,4.0,5.2,5,4.9,1,54,5,3.2
29590,U29591,20,Female,Professional,iOS,1.2,3.8,10,4.9,1,35,2,4.8
29591,U29592,40,Other,Professional,Android,11.5,2.9,8,6.2,0,12,5,13.7
29592,U29593,26,Male,Business Owner,iOS,4.2,7.5,8,5.1,0,20,4,6.9
29593,U29594,59,Other,Freelancer,iOS,6.8,2.7,2,8.1,1,34,5,3.5
29594,U29595,23,Male,Student,Android,10.1,3.1,2,4.2,1,47,4,10.1
29595,U29596,51,Other,Freelancer,iOS,9.1,1.9,5,8.8,1,56,0,9.1
29596,U29597,48,Male,Business Owner,Android,7.4,2.2,6,4.5,1,17,1,4.5
29597,U29598,57,Female,Professional,Android,10.1,2.8,9,7.5,0,25,2,7.9
29598,U29599,56,Male,Student,Android,8.3,6.1,7,5.0,0,43,2,12.1
29599,U29600,32,Other,Professional,iOS,6.4,3.8,8,7.8,0,54,5,10.5
29600,U29601,51,Male,Professional,iOS,3.8,7.5,1,4.1,1,56,1,9.2
29601,U29602,35,Female,Business Owner,iOS,2.9,7.4,9,5.7,1,47,4,2.2
29602,U29603,35,Other,Freelancer,Android,5.3,4.5,3,4.4,0,42,1,6.9
29603,U29604,34,Male,Business Owner,iOS,1.4,5.4,9,4.7,0,31,1,5.6
29604,U29605,20,Female,Business Owner,iOS,5.6,6.4,2,6.4,0,57,3,8.5
29605,U29606,37,Male,Freelancer,iOS,1.0,5.8,7,7.9,0,32,0,7.9
29606,U29607,41,Female,Business Owner,Android,9.7,0.6,5,5.0,0,25,3,11.4
29607,U29608,50,Male,Business Owner,Android,1.4,3.9,7,4.6,0,7,6,10.0
29608,U29609,52,Other,Professional,Android,1.6,5.1,7,5.0,0,27,6,6.1
29609,U29610,31,Female,Professional,Android,7.8,7.7,7,7.8,1,8,3,13.1
29610,U29611,24,Other,Freelancer,Android,7.4,7.1,6,8.0,1,28,2,2.1
29611,U29612,22,Female,Professional,Android,2.8,1.3,3,5.6,0,19,3,2.7
29612,U29613,37,Male,Freelancer,iOS,9.2,6.9,5,6.7,0,29,4,10.8
29613,U29614,22,Male,Business Owner,Android,1.8,0.8,2,7.6,1,39,1,4.2
29614,U29615,37,Female,Freelancer,iOS,7.7,7.4,5,5.9,0,60,3,3.0
29615,U29616,48,Other,Professional,iOS,3.6,1.9,4,6.3,1,30,0,9.6
29616,U29617,21,Other,Professional,iOS,8.7,7.7,7,8.0,0,16,6,5.7
29617,U29618,59,Female,Business Owner,iOS,10.8,2.6,3,4.0,0,43,0,3.9
29618,U29619,24,Female,Business Owner,Android,5.1,7.3,2,4.7,0,48,0,10.4
29619,U29620,27,Female,Professional,iOS,2.2,1.6,7,8.3,0,44,0,5.2
29620,U29621,32,Male,Student,Android,2.1,5.8,2,8.0,0,21,6,14.0
29621,U29622,59,Other,Student,iOS,6.3,5.2,4,6.9,0,56,0,6.9
29622,U29623,38,Female,Student,Android,11.4,7.5,3,7.5,1,34,5,2.5
29623,U29624,21,Female,Professional,iOS,7.7,5.4,6,6.4,0,21,1,11.2
29624,U29625,30,Other,Professional,Android,10.8,3.2,2,5.4,0,60,2,8.5
29625,U29626,43,Female,Freelancer,Android,11.1,4.9,4,6.9,0,11,6,9.2
29626,U29627,52,Female,Professional,Android,11.9,3.1,1,5.8,0,51,1,5.8
29627,U29628,46,Other,Freelancer,Android,9.1,1.1,9,5.0,0,53,2,6.2
29628,U29629,25,Female,Freelancer,iOS,1.1,6.8,4,6.4,1,32,0,2.2
29629,U29630,38,Other,Professional,iOS,3.8,7.1,6,6.6,0,18,2,4.9
29630,U29631,58,Female,Freelancer,iOS,8.5,5.6,1,6.8,0,23,1,8.9
29631,U29632,43,Female,Freelancer,iOS,1.2,3.9,9,7.8,1,25,3,2.8
29632,U29633,52,Other,Freelancer,Android,10.7,3.4,9,5.3,1,33,5,8.0
29633,U29634,56,Other,Professional,iOS,7.7,4.5,4,4.7,0,8,3,9.9
29634,U29635,22,Other,Business Owner,iOS,10.9,3.3,10,4.2,0,14,6,9.9
29635,U29636,20,Female,Freelancer,Android,8.3,4.4,1,7.0,1,51,0,4.0
29636,U29637,55,Female,Business Owner,iOS,10.1,4.6,7,5.7,0,53,3,6.7
29637,U29638,58,Female,Freelancer,Android,11.1,5.0,7,7.2,0,60,1,4.5
29638,U29639,46,Female,Business Owner,Android,5.4,3.1,5,6.6,1,50,4,5.0
29639,U29640,46,Female,Professional,iOS,11.1,1.4,5,7.2,0,23,4,13.0
29640,U29641,57,Male,Professional,Android,4.7,5.9,1,6.7,0,18,2,7.5
29641,U29642,46,Male,Business Owner,Android,10.7,7.8,4,6.5,0,43,1,2.9
29642,U29643,52,Male,Student,Android,11.9,6.6,1,5.6,0,27,0,3.9
29643,U29644,21,Female,Professional,iOS,8.0,6.9,9,6.0,1,36,5,2.4
29644,U29645,27,Male,Student,Android,8.3,1.0,7,8.0,1,16,4,13.2
29645,U29646,32,Male,Student,iOS,7.6,6.8,10,8.2,1,50,0,8.2
29646,U29647,58,Male,Business Owner,Android,8.6,3.7,2,6.5,1,33,5,3.8
29647,U29648,37,Other,Student,Android,7.5,7.3,2,4.9,1,36,4,3.7
29648,U29649,58,Female,Professional,Android,11.7,4.3,9,7.4,0,43,1,8.1
29649,U29650,35,Male,Freelancer,iOS,8.5,5.3,6,9.0,1,42,3,7.9
29650,U29651,40,Male,Student,iOS,1.3,3.4,6,6.7,0,40,5,13.5
29651,U29652,45,Other,Business Owner,iOS,4.8,1.5,10,8.7,1,41,4,6.0
29652,U29653,50,Male,Business Owner,Android,10.5,5.6,7,4.9,1,36,0,13.0
29653,U29654,36,Female,Freelancer,iOS,1.4,6.2,7,5.3,0,56,6,11.5
29654,U29655,34,Male,Student,Android,5.0,8.0,3,6.6,0,28,1,12.5
29655,U29656,44,Other,Freelancer,Android,9.8,3.9,2,5.8,1,21,5,8.5
29656,U29657,48,Male,Business Owner,iOS,4.0,5.1,5,4.0,1,30,3,10.2
29657,U29658,54,Female,Student,Android,10.2,6.7,8,5.0,1,29,0,8.9
29658,U29659,36,Male,Business Owner,iOS,10.0,2.5,4,4.6,0,5,5,13.0
29659,U29660,19,Female,Student,Android,10.3,5.1,10,6.1,1,16,4,4.5
29660,U29661,32,Female,Student,Android,1.9,0.7,4,6.0,1,16,0,13.2
29661,U29662,45,Male,Freelancer,Android,9.4,1.1,6,7.0,1,6,6,6.2
29662,U29663,45,Other,Freelancer,iOS,10.1,2.2,1,4.4,1,53,0,11.0
29663,U29664,37,Other,Freelancer,Android,7.6,7.4,6,6.4,1,57,6,12.9
29664,U29665,19,Female,Freelancer,Android,8.7,5.7,1,7.0,1,50,5,5.3
29665,U29666,22,Male,Student,iOS,5.2,3.3,9,6.7,1,18,1,4.0
29666,U29667,45,Male,Business Owner,Android,8.6,7.6,1,8.2,1,57,3,9.3
29667,U29668,31,Male,Freelancer,Android,6.5,2.2,5,6.3,0,32,4,7.8
29668,U29669,26,Male,Professional,iOS,5.3,7.6,10,6.4,1,36,1,12.9
29669,U29670,57,Other,Freelancer,Android,5.0,4.2,4,7.0,0,13,3,9.9
29670,U29671,38,Male,Business Owner,Android,8.2,6.6,2,7.8,1,31,0,9.4
29671,U29672,48,Female,Business Owner,iOS,11.5,0.8,2,7.1,1,6,3,8.7
29672,U29673,31,Male,Student,iOS,6.0,6.6,6,6.3,1,8,6,7.0
29673,U29674,49,Male,Professional,iOS,5.8,6.9,7,7.4,1,50,4,7.1
29674,U29675,50,Male,Business Owner,iOS,1.0,4.7,1,8.2,0,16,1,9.8
29675,U29676,60,Other,Professional,iOS,2.1,2.6,10,6.9,0,26,2,6.5
29676,U29677,31,Female,Freelancer,iOS,6.5,2.0,8,8.3,0,19,1,4.8
29677,U29678,25,Male,Student,Android,9.1,4.0,2,8.7,1,10,1,6.7
29678,U29679,40,Female,Business Owner,Android,10.9,2.0,7,6.4,1,8,1,5.2
29679,U29680,55,Male,Professional,iOS,5.1,7.5,2,5.0,1,18,6,12.5
29680,U29681,49,Male,Business Owner,iOS,8.3,6.7,1,6.0,1,46,3,10.7
29681,U29682,41,Male,Business Owner,iOS,1.1,4.4,4,6.4,1,46,1,4.9
29682,U29683,46,Other,Professional,Android,3.6,6.1,2,7.4,0,26,6,12.9
29683,U29684,28,Male,Professional,Android,9.4,6.8,3,5.6,1,29,6,3.4
29684,U29685,56,Female,Business Owner,Android,9.9,2.2,2,5.7,0,24,3,10.4
29685,U29686,60,Male,Business Owner,Android,7.6,2.7,9,7.2,1,24,6,13.2
29686,U29687,27,Other,Student,iOS,6.4,5.2,8,5.4,0,26,4,6.7
29687,U29688,60,Other,Student,Android,1.2,4.4,7,4.7,1,47,0,3.4
29688,U29689,46,Other,Business Owner,Android,3.3,5.0,2,7.5,0,57,0,9.3
29689,U29690,32,Other,Business Owner,Android,2.1,1.3,4,8.0,0,48,4,9.7
29690,U29691,24,Female,Student,Android,1.6,1.3,5,5.3,1,38,0,3.3
29691,U29692,50,Female,Professional,Android,3.1,2.5,1,5.2,1,22,0,10.8
29692,U29693,43,Female,Student,iOS,2.5,6.6,6,5.9,0,52,0,6.5
29693,U29694,53,Other,Student,Android,1.9,5.1,9,6.0,0,37,6,9.6
29694,U29695,31,Other,Business Owner,iOS,6.1,6.5,4,7.5,1,32,5,2.9
29695,U29696,20,Female,Freelancer,Android,2.9,1.7,1,8.0,0,59,0,2.2
29696,U29697,26,Male,Student,iOS,2.0,5.9,8,5.0,0,60,3,4.9
29697,U29698,54,Female,Student,Android,3.5,4.6,3,5.6,0,56,1,2.3
29698,U29699,23,Male,Freelancer,iOS,8.6,7.6,2,5.0,0,40,0,7.9
29699,U29700,39,Other,Professional,iOS,7.0,6.5,5,8.0,0,60,6,6.2
29700,U29701,53,Other,Professional,iOS,11.1,5.7,2,6.3,1,46,6,6.8
29701,U29702,41,Male,Professional,iOS,5.9,0.6,9,6.7,1,44,4,8.6
29702,U29703,60,Female,Business Owner,iOS,6.9,0.6,10,4.4,0,7,4,3.1
29703,U29704,37,Male,Student,Android,3.7,5.2,10,5.7,0,25,3,3.2
29704,U29705,59,Male,Business Owner,Android,6.4,3.1,3,7.6,0,30,0,7.5
29705,U29706,28,Male,Professional,iOS,5.8,4.5,1,7.3,1,37,0,5.6
29706,U29707,32,Other,Professional,Android,7.9,7.4,6,8.2,1,35,2,8.3
29707,U29708,32,Other,Business Owner,Android,11.4,6.6,7,8.6,1,31,2,12.4
29708,U29709,29,Female,Business Owner,Android,6.7,3.8,9,6.5,1,25,6,9.2
29709,U29710,37,Male,Business Owner,Android,9.5,3.6,5,7.6,1,10,4,7.8
29710,U29711,23,Female,Student,iOS,7.9,6.9,8,7.2,0,29,5,2.8
29711,U29712,42,Female,Student,iOS,7.6,2.6,6,5.6,0,54,2,10.7
29712,U29713,41,Male,Student,Android,1.6,7.3,8,8.2,0,37,4,11.1
29713,U29714,22,Other,Student,iOS,4.6,4.4,1,8.6,1,50,5,3.8
29714,U29715,53,Male,Student,iOS,3.4,5.4,8,8.3,1,56,5,7.7
29715,U29716,40,Female,Business Owner,iOS,8.0,6.9,8,7.4,0,6,1,7.1
29716,U29717,58,Other,Professional,Android,5.8,5.2,9,7.1,1,55,1,4.5
29717,U29718,34,Male,Business Owner,Android,11.3,0.8,7,5.0,0,32,1,6.7
29718,U29719,52,Other,Student,iOS,2.3,1.1,1,8.5,0,28,5,2.2
29719,U29720,33,Female,Student,iOS,8.9,5.5,3,4.7,0,20,0,7.6
29720,U29721,55,Female,Freelancer,iOS,3.6,4.0,9,4.5,1,39,1,2.8
29721,U29722,45,Female,Professional,Android,6.2,1.8,3,6.7,0,49,6,4.3
29722,U29723,42,Other,Freelancer,Android,5.6,2.8,6,4.1,1,30,3,7.6
29723,U29724,19,Female,Professional,Android,6.3,5.7,1,5.7,1,48,2,2.6
29724,U29725,47,Other,Professional,iOS,11.2,5.1,5,6.2,0,11,4,13.5
29725,U29726,31,Other,Freelancer,Android,6.5,1.4,8,8.6,0,27,2,7.0
29726,U29727,37,Female,Student,iOS,11.3,3.8,6,8.6,1,24,1,11.0
29727,U29728,36,Male,Student,Android,7.0,4.3,2,5.7,1,21,5,4.3
29728,U29729,42,Other,Professional,iOS,5.1,1.5,4,5.0,0,60,1,10.9
29729,U29730,48,Other,Professional,iOS,2.3,5.1,9,4.6,0,59,3,2.5
29730,U29731,34,Female,Student,iOS,6.5,2.2,10,8.0,0,54,4,11.6
29731,U29732,42,Male,Freelancer,Android,7.1,5.5,5,5.4,1,54,5,3.2
29732,U29733,29,Female,Business Owner,iOS,11.4,8.0,4,5.8,0,25,1,8.0
29733,U29734,25,Other,Professional,Android,6.6,4.4,2,7.0,1,55,0,2.3
29734,U29735,40,Female,Freelancer,iOS,2.3,1.0,9,6.6,0,22,5,2.3
29735,U29736,58,Male,Student,Android,7.2,3.4,6,7.6,1,32,3,3.6
29736,U29737,54,Female,Student,Android,8.6,7.3,7,4.9,0,34,5,8.3
29737,U29738,40,Female,Student,Android,8.7,6.7,1,6.0,1,12,4,9.6
29738,U29739,52,Other,Professional,Android,7.1,6.7,3,8.6,0,5,5,7.8
29739,U29740,36,Other,Professional,iOS,7.9,0.6,5,7.0,1,57,4,10.8
29740,U29741,59,Other,Student,iOS,7.1,5.5,4,5.9,0,11,4,7.2
29741,U29742,23,Other,Freelancer,iOS,5.1,2.3,4,8.5,0,50,3,6.6
29742,U29743,58,Female,Freelancer,Android,3.0,2.6,5,6.7,0,27,0,4.1
29743,U29744,49,Male,Business Owner,Android,9.9,3.5,2,4.7,1,18,4,4.4
29744,U29745,35,Female,Professional,iOS,9.2,6.6,3,5.7,1,50,1,9.5
29745,U29746,57,Female,Professional,Android,5.9,0.9,7,8.8,1,58,6,9.3
29746,U29747,25,Male,Business Owner,Android,8.7,6.6,9,4.3,0,25,4,3.4
29747,U29748,45,Female,Student,iOS,4.1,7.5,4,7.3,0,60,4,8.2
29748,U29749,22,Male,Business Owner,iOS,9.3,1.9,6,6.2,1,25,3,7.8
29749,U29750,46,Female,Student,iOS,2.3,7.5,3,4.0,0,43,1,13.9
29750,U29751,18,Male,Business Owner,iOS,4.6,1.2,10,6.0,1,55,0,12.5
29751,U29752,39,Female,Student,Android,4.1,0.8,6,5.3,0,13,5,13.9
29752,U29753,18,Male,Freelancer,iOS,3.0,2.4,6,7.1,1,51,0,9.8
29753,U29754,28,Other,Freelancer,Android,9.1,2.5,5,5.9,1,28,0,9.8
29754,U29755,28,Female,Professional,iOS,10.8,7.5,7,6.9,0,34,4,9.5
29755,U29756,22,Male,Professional,iOS,7.7,7.2,6,6.4,1,23,2,2.8
29756,U29757,50,Female,Professional,Android,4.5,1.9,6,5.8,1,10,0,12.2
29757,U29758,60,Male,Professional,Android,9.4,5.8,2,6.0,0,11,1,5.6
29758,U29759,24,Male,Business Owner,iOS,3.5,0.8,7,4.1,1,41,4,13.3
29759,U29760,43,Other,Student,iOS,3.5,4.4,2,4.5,0,9,3,13.0
29760,U29761,54,Other,Professional,iOS,11.4,6.6,3,4.6,0,7,0,5.4
29761,U29762,53,Female,Student,Android,11.0,7.9,8,5.4,1,19,1,2.6
29762,U29763,22,Other,Freelancer,iOS,11.2,1.6,5,4.8,1,48,2,8.7
29763,U29764,59,Female,Student,iOS,11.3,4.8,4,4.1,0,40,5,10.6
29764,U29765,36,Other,Student,Android,8.5,4.1,9,8.1,0,37,0,9.4
29765,U29766,24,Male,Business Owner,iOS,2.4,0.6,9,7.5,1,43,4,6.1
29766,U29767,32,Female,Student,Android,8.2,6.7,5,7.1,1,53,5,10.9
29767,U29768,37,Female,Student,iOS,9.2,5.1,5,7.9,0,19,6,11.4
29768,U29769,35,Other,Student,iOS,7.3,0.9,4,6.5,0,36,0,3.4
29769,U29770,60,Male,Freelancer,Android,3.8,5.4,4,7.8,0,31,2,4.5
29770,U29771,48,Female,Freelancer,iOS,8.0,2.2,2,8.6,0,13,3,12.1
29771,U29772,42,Female,Freelancer,iOS,8.5,1.5,6,8.1,0,38,3,7.9
29772,U29773,21,Other,Student,Android,7.6,5.7,5,7.1,0,30,2,12.6
29773,U29774,55,Male,Freelancer,Android,2.6,7.1,5,5.9,0,40,6,13.3
29774,U29775,34,Female,Business Owner,Android,2.2,2.1,7,5.6,0,9,3,10.2
29775,U29776,53,Other,Student,Android,1.6,7.0,10,6.1,0,60,0,2.5
29776,U29777,31,Other,Professional,Android,8.9,4.8,5,4.5,1,33,1,13.3
29777,U29778,49,Male,Business Owner,iOS,9.9,7.3,3,4.4,1,31,0,7.9
29778,U29779,46,Other,Professional,Android,8.7,7.8,3,8.2,1,32,1,7.4
29779,U29780,36,Other,Student,iOS,1.1,3.2,6,4.7,1,52,3,12.2
29780,U29781,19,Female,Freelancer,Android,1.0,3.7,1,7.0,1,34,6,9.9
29781,U29782,26,Other,Student,iOS,10.5,4.8,9,4.2,1,30,0,8.8
29782,U29783,55,Male,Professional,iOS,1.3,1.3,7,8.4,1,25,2,6.7
29783,U29784,26,Male,Freelancer,iOS,9.9,4.8,5,8.8,0,31,2,2.1
29784,U29785,52,Female,Freelancer,Android,2.1,1.4,1,6.7,1,35,5,8.6
29785,U29786,43,Female,Business Owner,Android,9.3,0.6,1,4.3,0,43,1,11.7
29786,U29787,36,Other,Student,iOS,8.1,6.8,6,8.8,1,14,0,2.5
29787,U29788,60,Female,Business Owner,iOS,2.0,3.6,8,6.5,0,40,4,7.8
29788,U29789,58,Other,Freelancer,iOS,9.4,3.2,1,7.3,1,27,3,8.2
29789,U29790,33,Other,Student,iOS,2.2,1.2,10,7.2,0,33,3,11.5
29790,U29791,30,Male,Professional,Android,6.0,7.7,9,5.7,0,56,4,6.0
29791,U29792,19,Male,Professional,Android,4.3,6.4,6,7.8,0,17,6,9.7
29792,U29793,27,Female,Business Owner,iOS,11.7,7.6,5,5.2,1,41,5,3.3
29793,U29794,45,Female,Freelancer,iOS,9.5,7.9,1,6.1,1,18,0,11.1
29794,U29795,58,Male,Freelancer,Android,6.1,0.8,9,8.6,1,32,1,13.0
29795,U29796,40,Other,Professional,iOS,6.9,0.9,9,6.1,1,25,4,12.6
29796,U29797,19,Other,Student,Android,9.2,2.4,9,6.0,0,40,6,12.8
29797,U29798,54,Male,Freelancer,Android,10.8,5.8,6,8.7,0,18,4,12.7
29798,U29799,59,Female,Freelancer,Android,1.5,0.9,9,6.4,1,11,2,11.4
29799,U29800,55,Male,Student,iOS,1.9,1.4,2,6.4,1,18,4,13.0
29800,U29801,42,Other,Professional,iOS,10.8,0.7,7,8.1,1,49,1,4.6
29801,U29802,29,Female,Business Owner,Android,7.5,4.6,5,7.9,0,46,5,11.0
29802,U29803,25,Other,Business Owner,Android,11.4,2.6,2,6.7,0,34,1,3.1
29803,U29804,53,Female,Student,iOS,5.3,6.1,3,8.5,0,47,4,4.8
29804,U29805,30,Female,Professional,iOS,3.8,7.4,5,5.3,1,51,4,3.8
29805,U29806,44,Female,Business Owner,iOS,7.1,6.4,1,6.9,1,11,2,10.6
29806,U29807,42,Female,Business Owner,iOS,8.8,4.2,3,5.7,0,10,3,13.4
29807,U29808,46,Male,Student,Android,11.3,5.3,6,7.4,1,40,6,3.7
29808,U29809,47,Other,Freelancer,iOS,1.1,7.7,10,6.7,1,27,3,8.2
29809,U29810,25,Female,Freelancer,iOS,4.4,5.7,9,7.6,1,60,3,11.1
29810,U29811,56,Other,Student,iOS,11.9,7.5,6,5.3,1,10,2,10.7
29811,U29812,42,Other,Professional,iOS,7.7,2.9,4,4.9,1,9,0,3.9
29812,U29813,44,Other,Freelancer,iOS,1.4,3.8,7,8.7,0,35,4,13.9
29813,U29814,44,Male,Student,iOS,7.9,1.1,6,4.4,1,42,5,4.3
29814,U29815,45,Other,Professional,Android,3.0,0.7,9,4.7,0,44,4,12.1
29815,U29816,22,Female,Student,Android,3.4,6.3,6,6.6,0,59,4,5.8
29816,U29817,18,Female,Business Owner,iOS,3.2,5.6,5,5.0,0,50,3,6.2
29817,U29818,26,Male,Professional,iOS,3.2,2.4,7,8.2,0,57,5,7.9
29818,U29819,38,Female,Professional,iOS,11.4,4.2,6,7.5,1,60,3,9.2
29819,U29820,43,Male,Business Owner,iOS,2.0,7.6,4,8.5,0,6,0,4.8
29820,U29821,33,Female,Professional,iOS,1.6,2.6,8,5.7,1,38,0,3.8
29821,U29822,35,Female,Professional,Android,4.5,1.7,4,6.9,1,20,5,6.7
29822,U29823,29,Female,Business Owner,iOS,6.9,4.9,10,4.2,0,38,1,10.6
29823,U29824,20,Other,Professional,iOS,2.7,1.7,3,4.4,0,39,5,13.6
29824,U29825,26,Other,Student,iOS,6.7,3.4,5,5.3,1,24,3,12.1
29825,U29826,26,Male,Freelancer,Android,9.9,1.4,2,6.8,0,18,2,3.6
29826,U29827,26,Other,Freelancer,iOS,11.7,1.3,7,7.8,0,36,6,8.7
29827,U29828,32,Other,Business Owner,Android,2.5,6.7,5,5.5,1,60,2,5.4
29828,U29829,35,Female,Student,iOS,1.8,1.9,8,4.7,1,14,4,6.2
29829,U29830,57,Female,Freelancer,Android,11.7,5.8,4,6.9,1,53,1,12.5
29830,U29831,55,Other,Freelancer,iOS,9.1,4.8,8,4.4,0,13,3,13.6
29831,U29832,52,Male,Business Owner,iOS,6.7,6.4,2,8.2,1,18,3,13.1
29832,U29833,20,Female,Professional,iOS,11.7,7.9,6,8.7,1,48,2,7.8
29833,U29834,22,Male,Business Owner,iOS,10.3,1.1,8,5.7,1,9,3,8.1
29834,U29835,31,Female,Student,iOS,4.0,1.0,4,7.9,1,24,3,3.6
29835,U29836,46,Male,Professional,Android,10.6,4.4,5,7.6,0,32,1,4.5
29836,U29837,45,Other,Business Owner,iOS,6.3,8.0,6,8.0,0,26,5,13.8
29837,U29838,53,Male,Business Owner,iOS,7.2,2.3,3,7.0,1,25,6,3.2
29838,U29839,32,Female,Student,Android,8.7,1.7,6,8.2,1,38,2,9.4
29839,U29840,44,Female,Professional,Android,10.1,1.9,8,7.3,0,51,2,4.8
29840,U29841,49,Male,Freelancer,iOS,11.6,6.1,8,7.2,0,14,2,3.0
29841,U29842,40,Male,Professional,Android,6.3,7.0,3,5.5,0,47,2,12.0
29842,U29843,57,Female,Student,iOS,11.1,3.7,6,8.1,1,9,3,11.6
29843,U29844,19,Female,Freelancer,Android,10.9,5.0,5,8.5,1,14,4,7.3
29844,U29845,24,Female,Professional,iOS,9.2,7.3,9,6.1,0,59,5,3.9
29845,U29846,48,Female,Business Owner,iOS,4.8,4.7,9,5.2,1,59,2,7.9
29846,U29847,46,Other,Business Owner,iOS,5.6,7.9,9,7.3,0,19,3,13.3
29847,U29848,57,Female,Student,Android,5.0,4.6,1,7.5,1,28,3,2.2
29848,U29849,22,Other,Freelancer,iOS,10.8,3.5,1,4.2,1,12,0,7.6
29849,U29850,38,Male,Business Owner,iOS,7.2,6.0,2,6.0,1,51,4,2.6
29850,U29851,27,Male,Freelancer,Android,3.5,3.4,2,7.6,1,47,6,7.9
29851,U29852,58,Female,Business Owner,iOS,9.4,1.8,7,4.7,0,31,4,5.0
29852,U29853,37,Male,Student,iOS,6.6,4.1,7,5.0,0,18,5,4.6
29853,U29854,35,Other,Professional,Android,4.9,1.9,8,4.9,0,32,0,11.0
29854,U29855,43,Female,Business Owner,iOS,5.6,1.3,6,7.0,1,9,3,6.8
29855,U29856,25,Male,Freelancer,iOS,7.2,5.7,6,8.5,0,41,5,8.3
29856,U29857,35,Male,Student,iOS,6.1,5.0,2,8.7,0,5,0,7.6
29857,U29858,36,Other,Freelancer,iOS,10.0,2.5,2,8.3,1,16,6,5.4
29858,U29859,19,Male,Student,Android,5.3,0.7,6,8.6,1,59,5,7.7
29859,U29860,57,Female,Professional,iOS,9.0,0.6,4,4.5,1,46,4,3.1
29860,U29861,28,Other,Business Owner,iOS,4.6,1.7,10,8.8,0,43,0,11.6
29861,U29862,31,Male,Student,iOS,11.9,1.8,2,7.8,1,32,4,12.5
29862,U29863,33,Female,Professional,iOS,5.1,1.6,4,4.0,1,54,6,5.7
29863,U29864,40,Other,Business Owner,Android,7.8,5.2,7,8.3,0,7,1,9.8
29864,U29865,22,Male,Student,iOS,11.1,2.7,2,6.3,1,19,0,2.1
29865,U29866,47,Female,Professional,iOS,8.0,3.8,2,7.7,1,60,0,10.1
29866,U29867,37,Male,Professional,Android,9.7,4.4,4,8.3,0,45,2,11.0
29867,U29868,43,Male,Student,Android,1.0,3.8,9,6.9,0,58,5,13.0
29868,U29869,41,Male,Student,Android,8.2,7.1,7,6.7,0,5,4,8.1
29869,U29870,45,Male,Business Owner,iOS,7.9,7.8,10,6.4,0,56,3,5.1
29870,U29871,37,Male,Business Owner,iOS,3.1,1.2,6,5.9,1,29,4,9.9
29871,U29872,26,Female,Freelancer,Android,8.1,7.1,8,4.3,0,18,3,3.1
29872,U29873,42,Female,Student,Android,4.5,7.8,3,4.1,1,54,3,4.3
29873,U29874,21,Female,Student,Android,8.9,3.3,3,8.3,1,46,1,2.8
29874,U29875,25,Other,Professional,iOS,10.2,1.5,1,7.6,1,41,3,10.2
29875,U29876,53,Other,Student,iOS,8.1,2.5,9,8.1,1,41,0,13.4
29876,U29877,42,Male,Business Owner,iOS,9.4,3.3,6,5.4,0,16,1,12.3
29877,U29878,33,Other,Business Owner,iOS,3.8,1.4,6,4.7,1,39,0,5.9
29878,U29879,49,Other,Professional,iOS,3.7,4.5,4,8.9,0,47,1,10.3
29879,U29880,26,Other,Student,iOS,2.7,1.0,2,7.2,0,55,4,4.1
29880,U29881,42,Female,Professional,Android,2.3,2.6,4,8.7,0,60,0,5.9
29881,U29882,31,Female,Student,Android,12.0,3.8,5,9.0,1,38,6,6.7
29882,U29883,22,Male,Professional,Android,9.1,4.8,9,4.1,0,22,6,12.5
29883,U29884,54,Female,Professional,Android,5.8,8.0,5,4.2,1,5,0,8.5
29884,U29885,55,Female,Business Owner,iOS,10.6,1.9,4,8.3,0,44,2,2.2
