,User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
2919,SR03016,20.0,other,student,7.5,10.5,15.0,3.5,1.0,6.0,34.0,3.0,6.0,0.5,10,1
2920,SR02667,38.0,female,retired,7.0,7.0,9.0,1.0,0.0,8.0,42.0,3.0,2.0,0.5,10,1
2921,SR00407,55.0,male,teacher,8.0,5.5,8.0,2.5,0.0,5.0,30.0,6.0,8.0,0.5,5,0
2922,SR03725,59.0,other,healthcare worker,5.0,3.0,5.0,2.5,2.0,7.0,26.0,4.0,8.0,0.0,10,1
2923,SR01005,74.0,other,retired,7.5,7.5,9.5,0.0,2.0,6.0,11.0,2.0,0.0,0.0,7,0
2924,SR03788,28.0,female,young professional,6.5,3.0,5.5,2.0,6.0,7.0,13.0,5.0,13.0,1.5,9,0
2925,SR00891,40.0,male,teacher,9.0,7.0,8.5,2.5,2.0,6.0,20.0,2.0,8.0,0.0,8,0
2926,SR02412,39.0,female,business owner,6.0,10.0,14.0,3.0,2.0,5.0,24.0,3.0,10.0,0.0,10,1
2928,SR04834,74.0,male,retired,7.5,7.0,9.0,1.0,3.0,8.0,16.0,3.0,3.0,1.0,4,0
2929,SR02391,29.0,male,teacher,6.0,4.5,8.0,3.5,1.0,6.0,16.0,7.0,10.0,1.5,7,0
2930,SR03941,52.0,male,healthcare worker,6.0,3.0,5.5,1.5,1.0,6.0,23.0,6.0,9.0,1.0,7,0
2931,SR00043,68.0,male,retired,9.5,1.0,1.0,2.66384778012685,1.0,8.0,24.0,6.0,4.0,0.0,0,0
2934,SR00304,38.0,other,young professional,8.0,8.5,13.5,7.0,5.0,5.0,29.0,0.0,11.0,1.5,10,1
2936,SR03748,23.0,male,student,7.0,4.5,7.0,5.5,2.0,5.0,32.0,3.0,4.0,0.5,10,1
2937,SR00665,19.0,other,young professional,4.5,2.0,1.5,3.0,3.0,6.0,40.0,2.0,8.0,1.0,10,1
2938,SR01178,33.0,male,retired,11.0,6.0,5.5,2.5,0.0,8.0,7.0,4.0,1.0,0.0,0,0
2939,SR02677,30.0,male,young professional,4.5,6.0,7.856266889086016,2.5,4.0,5.0,24.0,3.0,7.138232953037941,1.0,10,1
2940,SR01948,32.0,male,young professional,6.5,5.5,6.0,4.0,1.0,9.0,42.0,2.0,11.0,1.5,10,1
2941,SR02502,38.0,male,teacher,8.5,7.5,11.0,0.5,1.0,9.0,22.0,0.0,10.0,0.0,6,0
2944,SR03521,41.0,female,young professional,6.0,5.0,6.0,3.0,0.0,9.0,34.0,0.0,12.0,1.0,10,1
2945,SR02133,29.0,male,young professional,5.0,7.0,9.5,7.5,0.0,6.0,6.0,3.0,11.0,0.5,10,1
2946,SR01027,20.0,other,student,7.5,11.0,13.0,7.0,2.0,2.0,44.0,4.0,4.0,0.0,10,0
2947,SR00962,55.0,female,business owner,6.0,2.0,4.0,1.0,2.0,3.0,52.0,0.0,7.138232953037941,1.0,10,1
2949,SR03135,27.0,other,retired,9.0,4.5,5.5,0.0,2.0,6.0,20.0,1.0,3.0,1.0,5,0
2950,SR02010,42.0,female,teacher,8.0,5.5,6.5,2.5,0.0,8.0,39.0,1.0,8.0,1.0,10,1
2951,SR02150,62.0,other,business owner,6.5,7.5,10.0,3.0,4.0,9.0,23.0,2.0,13.0,0.5,10,1
2952,SR03324,62.0,female,healthcare worker,9.0,2.5,2.5,6.0,1.0,4.0,25.0,1.0,12.0,1.0,7,0
2953,SR02339,23.0,male,student,8.5,8.0,10.0,1.5,4.0,6.0,33.0,4.0,8.0,0.0,10,1
2955,SR00305,19.0,other,student,7.5,10.0,11.5,1.5,3.0,2.0,42.0,0.0,0.0,0.0,10,1
2959,SR02876,21.0,male,student,5.5,9.0,12.0,3.5,1.0,4.0,17.0,5.0,5.0,0.5,10,1
2960,SR00917,48.0,other,teacher,8.0,7.5,9.5,1.0,3.0,6.0,29.0,0.0,7.0,1.0,8,0
2961,SR04183,48.0,female,retired,8.5,4.0,5.0,3.0,0.0,7.0,23.0,3.0,3.0,0.0,4,0
2962,SR03722,37.0,female,teacher,5.0,2.5,2.5,3.0,0.0,7.0,9.0,8.0,7.0,1.5,10,1
2963,SR02773,55.0,female,business owner,8.0,9.5,12.0,4.5,2.0,5.0,43.0,0.0,7.0,0.5,10,1
2964,SR01625,20.0,male,student,3.5,10.5,14.0,5.0,1.0,4.0,37.0,4.0,7.0,0.5,10,1
2965,SR03838,29.0,female,healthcare worker,6.5,4.5,7.0,3.5,3.0,6.0,33.0,3.0,12.0,1.5,10,1
2966,SR00822,20.0,male,student,7.0,5.5,6.0,4.0,0.0,8.0,49.0,3.0,2.0,0.0,10,1
2967,SR03965,19.0,female,student,6.0,9.0,11.5,6.5,0.0,5.0,28.0,4.0,5.0,1.0,10,1
2968,SR01355,40.0,female,business owner,6.0,5.5,8.0,1.5,4.0,6.0,34.0,3.0,12.0,1.0,10,1
2971,SR01001,44.0,male,retired,6.0,3.5,5.5,3.0,1.0,5.0,25.0,5.0,2.0,0.5,6,0
2972,SR03378,71.0,male,retired,6.0,6.0,7.5,0.0,1.0,9.0,29.0,6.0,2.0,0.5,7,0
2973,SR00019,29.0,male,young professional,8.0,9.0,10.5,3.5,3.0,8.0,49.0,5.0,7.0,0.5827832057037232,10,1
2974,SR01638,53.0,male,freelancer,4.0,7.5,10.5,3.5,4.0,3.0,29.0,3.0,9.0,0.5827832057037232,10,1
2975,SR01668,51.0,other,teacher,8.0,1.0,3.5,2.0,1.0,7.0,16.0,5.0,11.0,1.0,4,0
2976,SR00494,76.0,male,retired,9.5,1.0,1.0,2.0,1.0,8.0,3.0,5.0,2.0,0.5827832057037232,0,0
2978,SR03728,28.0,female,freelancer,9.0,5.5,8.0,5.0,4.0,5.0,53.0,2.0,10.0,1.0,10,1
2979,SR04826,26.0,male,young professional,7.0,8.0,10.475022518781355,3.5,2.0,9.0,32.0,2.0,7.0,1.5,10,0
2980,SR03615,36.0,other,teacher,9.0,3.0,5.5,3.5,5.0,10.0,29.0,2.0,6.0,0.5,5,0
2981,SR03482,22.0,male,freelancer,7.5,3.5,2.5,4.0,0.0,7.0,18.0,0.0,15.0,1.5,10,0
2983,SR03732,27.0,male,young professional,7.5,7.0,10.5,4.5,2.0,9.0,34.0,4.0,6.0,1.0,10,1
2985,SR04085,20.0,other,student,7.0,7.0,10.0,2.0,2.0,6.0,34.0,2.0,3.0,0.5,10,1
2986,SR03403,76.0,female,retired,6.5,7.0,9.5,0.0,2.0,7.0,16.0,5.0,1.0,0.0,6,0
2987,SR01010,68.0,female,retired,7.0,4.5,5.0,0.0,0.0,7.0,3.0,3.1847368421052633,4.0,0.5,6,0
2988,SR02409,25.0,other,young professional,8.5,9.0,12.0,4.0,4.0,5.0,36.0,2.0,9.0,1.0,10,1
2989,SR01093,27.0,male,young professional,8.5,9.5,12.5,2.0,2.0,9.0,35.77266669918446,2.0,10.0,0.5,10,1
2990,SR01328,22.0,female,young professional,5.5,7.5,7.5,2.66384778012685,1.0,8.0,49.0,3.0,7.138232953037941,0.5,10,1
2991,SR01678,35.0,female,freelancer,7.0,7.0,8.5,2.0,3.0,4.0,51.0,3.0,7.0,0.5,10,1
2995,SR01988,45.0,male,freelancer,8.0,8.5,13.0,3.0,5.0,9.0,42.0,2.0,10.0,0.0,10,1
2996,SR03649,44.0,other,student,8.5,9.5,13.5,3.5,1.0,6.0,53.0,3.0,7.0,0.0,10,0
2997,SR00345,33.0,male,teacher,8.0,5.0,5.5,0.0,4.0,5.0,3.0,4.0,10.0,0.5,3,0
2998,SR04483,54.0,female,teacher,10.0,8.0,10.5,4.5,2.0,7.0,41.0,4.0,9.0,1.5,10,1
2999,SR00987,21.0,other,student,5.5,5.0,6.5,4.0,1.0,7.0,33.820139940700905,0.0,6.0,0.0,9,1
3000,SR04545,19.0,male,freelancer,8.5,5.5,8.0,3.5,4.0,8.0,32.0,2.0,6.0,0.0,10,1
3001,SR03808,27.0,female,business owner,8.5,3.5,5.0,0.0,2.0,8.0,39.0,2.0,10.0,1.0,10,1
3003,SR04003,22.0,other,healthcare worker,7.5,6.0,7.5,4.5,2.0,6.0,21.0,3.0,13.0,1.5,10,1
3005,SR03962,18.0,male,freelancer,7.0,8.5,11.0,4.5,2.0,3.0,39.0,1.0,11.0,0.0,10,1
3006,SR01143,39.0,other,business owner,3.0,5.0,6.5,2.0,3.0,5.0,24.0,1.0,13.0,0.5827832057037232,10,1
3007,SR02359,32.0,female,young professional,8.0,5.0,6.0,5.0,4.0,7.0,25.0,3.0,7.0,0.5,7,0
3010,SR01519,39.0,male,retired,5.5,4.0,5.237511259390677,0.0,2.0,10.0,7.0,1.0,5.0,0.0,7,0
3011,SR00517,41.0,male,teacher,8.0,2.0,1.5,0.0,3.0,9.0,54.0,4.0,8.0,1.0,10,1
3012,SR01382,34.0,female,freelancer,6.5,6.5,8.0,6.5,1.0,6.0,20.0,3.0,14.0,0.5,10,1
3014,SR03085,55.0,male,business owner,8.5,4.0,5.5,4.5,3.0,8.0,16.0,5.0,9.0,0.5,1,0
3015,SR01015,18.0,male,student,8.5,6.0,7.856266889086016,2.66384778012685,4.0,7.0,21.0,4.0,8.0,0.0,4,1
3016,SR00129,20.0,male,young professional,9.5,6.5,9.0,5.5,2.0,9.0,39.0,2.0,10.0,0.5,10,1
3018,SR03624,74.0,female,business owner,6.5,12.0,15.0,0.0,6.0,4.0,43.0,0.0,12.0,0.0,10,1
3019,SR04971,21.0,male,student,4.5,8.0,10.0,6.0,3.0,5.0,31.0,1.0,2.0,0.0,10,1
3020,SR00892,29.0,female,young professional,6.0,5.5,8.0,1.5,4.0,8.0,49.0,7.0,9.0,1.5,10,1
3021,SR02794,75.0,female,retired,6.0,5.0,6.5,1.0,2.0,9.0,31.0,5.0,0.0,0.0,10,0
3022,SR04239,32.0,male,healthcare worker,7.5,3.5,6.0,3.0,0.0,9.0,54.0,5.0,13.0,2.0,10,1
3023,SR01360,38.0,male,healthcare worker,6.5,4.5,4.5,3.5,2.0,5.0,23.0,1.0,11.0,0.0,6,0
3024,SR00308,28.0,female,student,6.5,7.0,9.0,4.0,3.0,9.0,29.0,6.0,6.0,0.5,10,1
3025,SR01662,40.0,female,young professional,5.5,5.5,5.5,5.5,1.0,7.0,28.0,3.0,8.0,1.0,10,1
3026,SR02432,40.0,male,business owner,3.0,9.5,13.0,0.5,3.0,3.0,41.0,2.0,10.0,1.0,10,0
3027,SR03935,39.0,male,teacher,9.5,7.5,10.5,4.0,3.0,7.0,36.0,3.0,11.0,1.0,10,1
3028,SR01318,23.0,male,student,7.5,4.0,4.0,2.0,5.0,9.0,48.0,1.0,6.0,0.0,10,1
3029,SR04304,18.0,female,student,6.5,4.0,5.237511259390677,3.5,2.0,5.0,50.0,2.0,7.0,0.5,10,1
3030,SR02475,29.0,other,student,7.0,10.0,13.093778148476694,3.0,1.0,6.0,40.0,1.0,4.0,0.0,10,0
3031,SR02543,19.0,other,student,6.5,4.0,5.5,4.0,4.0,7.0,33.48404181001743,0.0,7.0,0.0,10,1
3032,SR01247,50.0,male,retired,7.0,3.0,2.5,1.0,2.0,7.0,36.0,2.0,4.0,0.5,10,1
3035,SR04293,18.0,female,student,5.5,6.5,8.0,5.5,1.0,4.0,47.0,1.0,6.0,0.5,10,1
3036,SR03063,36.0,male,teacher,8.5,4.0,5.0,1.0,3.0,7.0,40.0,3.1847368421052633,10.0,1.5,10,1
3037,SR01240,55.0,female,business owner,6.0,5.0,5.5,4.0,3.0,10.0,25.0,0.0,10.0,0.5,10,0
3040,SR00276,62.0,male,young professional,7.5,4.5,4.0,6.0,2.0,10.0,31.0,2.0,13.0,1.5,10,1
3041,SR00490,19.0,other,student,6.5,8.5,9.0,2.0,2.0,10.0,41.0,8.0,4.0,0.0,10,1
3042,SR01036,36.0,female,business owner,5.5,6.0,7.5,4.0,2.0,7.0,33.0,3.0,13.0,0.5,10,1
3043,SR01230,28.0,other,teacher,8.0,4.0,6.0,0.5,1.0,3.0,40.0,2.0,6.0,1.0,10,1
3044,SR04586,37.0,male,young professional,8.5,5.5,10.0,6.0,4.0,8.0,37.0,4.0,10.0,1.5,10,1
3045,SR01009,23.0,male,healthcare worker,6.5,6.0,7.856266889086016,3.5,4.0,8.0,7.0,5.0,12.0,1.0,10,1
3046,SR04690,21.0,male,student,7.5,6.5,9.0,3.0,2.0,8.0,18.0,9.0,4.0,1.0,5,0
3047,SR04027,27.0,female,young professional,8.5,4.0,6.0,2.0,3.0,7.0,49.0,3.1847368421052633,10.0,0.5,10,1
3048,SR03183,39.0,female,young professional,7.0,5.0,6.5,1.0,4.0,5.0,32.0,7.0,11.0,1.0,9,0
3049,SR02533,49.0,female,retired,7.0,1.0,1.0,0.5,0.0,9.0,15.0,3.0,0.0,0.0,5,0
3050,SR04170,18.0,male,young professional,6.0,2.0,4.0,2.0,3.0,3.0,29.0,1.0,12.0,1.5,10,1
3051,SR01059,36.0,other,healthcare worker,6.5,6.5,8.5,4.0,4.0,7.0,24.0,5.0,9.0,1.0,10,1
3052,SR02167,43.0,other,freelancer,6.0,5.5,6.0,4.0,2.0,4.0,38.0,5.0,9.0,0.5,10,1
3053,SR04579,55.0,male,business owner,4.0,5.0,7.5,1.5,4.0,6.0,48.0,3.0,8.0,0.5,10,1
3054,SR00282,21.0,female,student,6.0,8.0,8.5,3.5,1.0,6.0,22.0,1.0,6.0,0.0,10,0
3055,SR03566,53.0,female,freelancer,6.5,7.0,7.0,2.66384778012685,1.0,6.0,37.0,4.0,7.0,1.0,10,1
3057,SR04979,19.0,female,student,3.5,5.0,4.5,6.0,1.0,5.0,51.0,0.0,5.0,0.5,10,1
3058,SR00969,27.0,male,young professional,9.0,5.5,8.0,4.5,1.0,6.0,49.0,5.0,13.0,0.5,10,0
3059,SR03127,35.0,other,healthcare worker,4.0,3.0,4.0,1.0,0.0,6.0,16.0,2.0,7.0,1.5,10,0
3060,SR03921,58.0,female,retired,8.5,1.5,1.0,1.5,0.0,7.0,13.0,4.0,1.0,1.0,4,1
3062,SR03520,37.0,other,teacher,5.5,6.5,8.5,4.0,0.0,7.0,24.0,4.0,8.0,0.0,10,1
3064,SR03347,34.0,female,teacher,6.5,8.0,11.5,2.5,2.0,5.0,17.0,7.0,7.0,0.5,10,1
3065,SR01743,28.0,other,young professional,7.5,5.5,5.0,0.0,5.0,4.0,44.0,0.0,7.138232953037941,1.0,10,1
3066,SR01391,33.0,male,healthcare worker,0.5,6.0,10.0,2.0,3.0,8.0,4.0,4.0,11.0,0.5827832057037232,10,1
3067,SR04051,39.0,female,young professional,7.0,6.5,8.5,1.5,2.0,8.0,25.0,5.0,13.0,1.0,8,0
3068,SR01848,53.0,female,teacher,7.0,5.0,9.0,6.0,0.0,6.0,23.0,7.0,6.0,0.0,7,0
3069,SR01580,56.0,male,retired,11.0,4.5,7.0,2.0,4.0,8.0,24.0,4.0,3.0,0.5,0,0
3070,SR01656,18.0,male,student,8.5,5.5,9.5,1.5,0.0,5.0,49.0,3.0,6.0,0.5,10,1
3071,SR02353,44.0,other,business owner,7.0,7.5,10.5,7.0,3.0,8.0,40.0,2.0,11.0,0.5,10,1
3072,SR02213,34.0,other,retired,10.0,5.0,7.5,3.5,1.0,8.0,17.0,3.0,1.0,1.0,4,0
3074,SR04973,32.0,female,young professional,7.0,3.5,5.0,4.0,4.0,8.0,26.0,3.0,10.0,0.5,6,0
3076,SR01308,20.0,other,student,7.5,6.0,9.5,5.5,2.0,6.0,16.0,1.0,7.0,1.0,10,1
3077,SR02004,20.0,female,student,7.5,6.5,9.5,3.5,0.0,7.0,45.0,4.0,5.0,0.0,10,1
3079,SR00576,28.0,other,young professional,4.5,4.0,5.5,4.5,0.0,9.0,39.0,0.0,9.0,0.5827832057037232,10,1
3080,SR04090,34.0,female,business owner,6.0,6.0,9.0,1.5,3.0,6.0,27.0,5.0,11.0,1.0,10,1
3081,SR04320,55.0,male,retired,7.5,4.0,4.0,1.5,3.0,7.0,23.0,1.0,0.0,0.0,5,0
3084,SR03743,20.0,female,student,6.5,4.0,3.5,3.0,0.0,6.0,59.0,3.1847368421052633,2.0,0.5,10,1
3085,SR03471,62.0,female,teacher,6.5,2.0,1.0,1.0,3.0,7.0,16.0,6.0,5.0,1.5,5,0
3086,SR01281,37.0,other,healthcare worker,6.0,2.5,4.5,3.5,0.0,9.0,37.0,3.0,12.0,0.5,10,1
3089,SR01802,70.0,male,retired,9.0,9.0,12.0,0.0,3.0,5.0,17.0,4.0,3.0,0.0,6,0
3090,SR01629,28.0,other,business owner,5.0,7.0,9.0,3.0,3.0,7.0,42.0,4.0,11.0,0.5,10,1
3091,SR01994,27.0,other,business owner,8.5,3.0,5.0,2.0,3.0,7.0,59.0,2.0,8.0,1.0,10,1
3092,SR02640,26.0,other,freelancer,6.0,6.5,8.0,3.5,5.0,8.0,31.29875227164764,6.0,7.0,0.5,10,1
3093,SR00270,36.0,male,freelancer,7.0,7.5,10.0,1.0,4.0,5.0,43.0,3.0,3.0,0.5,10,1
3094,SR00630,30.0,male,student,6.0,6.0,6.5,4.5,1.0,6.0,58.0,0.0,6.0,0.0,10,1
3095,SR03082,37.0,other,healthcare worker,5.5,1.5,1.5,3.0,2.0,6.0,14.0,0.0,10.0,1.5,10,1
3097,SR02967,35.0,male,healthcare worker,5.0,4.5,7.5,1.5,1.0,8.0,12.0,6.0,11.0,0.0,10,1
3099,SR00460,75.0,male,retired,5.5,3.5,5.5,0.0,0.0,9.0,3.0,8.0,2.0,0.0,8,0
3101,SR01473,74.0,male,retired,6.0,1.5,3.0,3.0,0.0,6.0,7.0,5.0,3.0,0.0,6,0
3102,SR02047,74.0,male,retired,7.5,5.0,6.546889074238347,2.0,0.0,8.0,6.0,3.0,4.0,0.5,7,0
3103,SR04229,50.0,female,retired,7.5,3.5,5.5,3.0,0.0,8.0,6.0,2.0,6.0,0.5827832057037232,5,0
3104,SR03765,28.0,male,business owner,6.5,8.0,10.475022518781355,6.5,2.0,9.0,39.0,6.0,8.0,1.0,10,1
3106,SR00028,34.0,other,business owner,7.5,7.0,11.0,2.66384778012685,3.0,5.0,41.0,3.0,10.0,0.0,10,1
3107,SR03840,38.0,other,freelancer,6.5,11.0,15.0,5.0,5.0,6.0,35.0,2.0,7.0,0.0,10,1
3108,SR04523,26.0,male,freelancer,6.0,8.5,13.0,1.5,3.0,7.0,41.0,4.0,7.0,0.0,10,1
3110,SR03827,55.0,female,young professional,3.0,9.0,13.5,0.5,1.0,6.0,47.0,2.0,10.0,1.5,10,1
3112,SR04908,29.0,male,young professional,8.0,8.5,10.0,3.5,1.0,7.0,45.0,3.1847368421052633,14.0,1.5,10,1
3113,SR00504,50.0,female,business owner,4.0,6.0,8.0,1.0,1.0,5.0,44.0,1.0,12.0,1.0,10,1
3115,SR04305,20.0,other,student,8.0,3.0,3.5,2.0,3.0,5.0,46.0,0.0,2.0,0.5827832057037232,10,1
3116,SR00381,27.0,male,healthcare worker,7.5,7.0,7.5,3.0,1.0,6.0,27.0,6.0,13.0,0.0,7,0
3117,SR01852,36.0,female,student,7.0,7.5,9.5,5.0,2.0,6.0,33.0,2.0,2.0,0.0,10,1
3118,SR01526,48.0,male,retired,8.0,6.5,8.5,2.66384778012685,2.0,9.0,27.0,2.0,0.0,0.5,5,0
3119,SR02366,50.0,male,freelancer,5.5,7.0,10.0,2.0,4.0,4.0,41.0,4.0,11.0,0.0,10,1
3120,SR04148,35.0,female,healthcare worker,4.5,6.5,8.5,3.5,6.0,6.0,25.0,4.0,9.0,1.5,10,0
3122,SR02885,26.0,other,young professional,8.0,8.5,13.0,0.0,5.0,5.0,31.0,2.0,11.0,1.0,10,1
3123,SR02341,36.0,female,teacher,7.5,2.5,5.0,1.0,0.0,4.0,26.0,3.0,7.0,0.5827832057037232,5,0
3124,SR00375,25.0,female,business owner,6.5,9.5,15.0,1.5,3.0,6.0,33.0,2.0,9.0,1.0,10,1
3125,SR03261,34.0,female,business owner,7.0,9.5,14.0,1.0,2.0,5.0,54.0,1.0,14.0,1.5,10,1
3126,SR02382,35.0,male,freelancer,9.0,6.0,7.5,5.5,4.0,6.0,52.0,4.0,7.138232953037941,0.5,10,1
3128,SR00940,22.0,male,student,5.5,6.5,8.0,2.0,-1.0,5.0,65.0,1.0,5.0,0.5,10,0
3129,SR04199,40.0,female,teacher,6.5,5.0,7.5,2.5,4.0,5.0,23.0,3.0,10.0,1.5,8,0
3130,SR04166,44.0,male,retired,7.5,5.5,7.0,4.0,0.0,9.0,8.0,6.0,4.0,0.0,4,0
3131,SR02800,56.0,female,young professional,6.5,5.0,6.5,2.5,0.0,9.0,43.0,2.0,7.138232953037941,0.5,10,1
3133,SR03818,21.0,male,student,7.0,7.5,10.0,5.5,0.0,4.0,46.0,3.0,4.0,0.5,10,1
3134,SR04541,53.0,female,retired,9.0,7.5,9.0,1.0,1.0,6.0,3.0,4.0,0.0,0.5,3,0
3135,SR04217,43.0,female,retired,8.5,7.5,10.5,3.0,2.0,10.0,6.0,3.0,2.0,0.0,5,0
3136,SR02069,37.0,male,teacher,9.0,5.0,6.5,3.5,5.0,7.0,34.0,6.0,11.0,0.5,6,0
3137,SR00530,38.0,male,freelancer,8.0,6.0,4.0,3.5,0.0,7.0,47.0,4.0,9.0,0.5,10,1
3138,SR04605,69.0,male,freelancer,7.0,8.0,12.0,2.66384778012685,2.0,5.0,51.0,1.0,7.0,0.0,10,1
3139,SR00637,76.0,other,retired,6.0,5.5,9.0,2.0,2.0,10.0,37.0,3.0,0.0,1.0,10,1
3140,SR01270,71.0,female,retired,8.0,3.0,4.0,3.5,0.0,8.0,25.0,6.0,0.0,0.0,2,0
3141,SR00186,19.0,male,student,7.0,4.5,5.5,3.5,3.0,6.0,39.0,3.1847368421052633,8.0,0.0,10,1
3142,SR04350,28.0,female,young professional,6.0,7.5,7.5,4.0,1.0,3.0,44.0,3.1847368421052633,9.0,1.0,10,1
3143,SR03180,23.0,female,student,3.5,2.0,2.0,5.5,1.0,3.0,52.0,4.0,7.0,0.0,10,1
3144,SR03455,25.0,male,freelancer,6.5,9.5,11.0,7.5,3.0,7.0,24.0,6.0,10.0,0.0,10,1
3145,SR01798,18.0,female,student,7.5,6.0,8.0,4.0,2.0,5.0,31.0,0.0,5.0,0.0,10,1
3146,SR02980,26.0,male,young professional,7.5,7.0,7.0,2.5,5.0,6.0,40.0,3.0,5.0,1.0,10,1
3147,SR01442,29.0,female,young professional,5.0,6.5,8.0,3.5,0.0,6.0,9.0,3.0,8.0,1.0,10,1
3148,SR03428,20.0,other,healthcare worker,4.5,7.0,10.0,2.0,6.0,6.0,9.0,3.1847368421052633,13.0,1.0,10,1
3150,SR01536,55.0,female,teacher,7.5,3.0,3.5,4.0,0.0,4.0,21.0,3.0,7.0,1.0,5,1
3151,SR03444,45.0,female,freelancer,6.0,8.0,10.5,6.0,2.0,4.0,32.0,4.0,10.0,0.0,10,1
3152,SR01274,40.0,female,freelancer,4.5,6.0,8.0,3.0,1.0,4.0,29.0,5.0,5.0,0.0,10,1
3154,SR00608,50.0,female,business owner,5.0,10.5,14.0,1.0,4.0,5.0,51.0,0.0,11.0,1.0,10,1
3155,SR03514,21.0,other,student,6.5,4.0,6.5,3.0,1.0,6.0,30.0,2.0,4.0,0.5,9,1
3156,SR01713,27.0,female,young professional,7.5,11.0,13.0,0.0,5.0,6.0,26.0,7.0,10.0,1.0,10,1
3158,SR00956,27.0,male,freelancer,7.5,8.5,11.129711426205189,1.0,2.0,7.0,54.0,5.0,9.0,0.0,10,1
3160,SR03898,28.0,male,young professional,7.0,5.5,8.0,0.0,4.0,9.0,40.0,4.0,9.0,1.0,10,1
3161,SR04426,20.0,other,student,5.5,6.0,9.0,6.0,1.0,10.0,44.0,1.0,4.0,1.0,10,1
3162,SR03381,29.0,male,business owner,6.0,7.5,10.0,2.0,3.0,8.0,29.0,3.0,7.138232953037941,1.0,10,0
3163,SR03686,27.0,male,young professional,6.0,4.5,3.5,3.0,3.0,4.0,22.0,3.0,13.0,0.5,10,1
3165,SR02072,70.0,other,retired,8.0,1.5,1.0,0.0,0.0,4.0,6.0,2.0,5.0,0.5,6,0
3166,SR04756,26.0,other,young professional,5.5,12.0,15.0,3.5,0.0,7.0,47.0,6.0,7.0,1.5,10,1
3167,SR01978,57.0,male,freelancer,8.0,6.0,9.0,2.0,4.0,6.0,56.0,5.0,7.0,0.0,10,0
3168,SR00159,19.0,female,student,8.0,5.0,7.0,5.0,5.0,3.0,24.0,5.0,5.0,0.0,5,0
3169,SR01749,26.0,female,young professional,8.0,9.0,11.5,4.0,5.0,6.0,39.0,3.0,12.0,1.0,10,1
3170,SR02910,19.0,male,student,8.0,9.5,10.5,2.0,0.0,4.0,26.0,7.0,4.0,0.0,10,1
3171,SR03535,62.0,female,teacher,7.0,1.5,1.0,7.0,1.0,7.0,23.0,5.0,11.0,0.5,4,0
3172,SR00903,38.0,female,business owner,7.0,8.0,9.0,4.0,5.0,5.0,34.0,3.0,15.0,1.5,10,1
3174,SR01231,23.0,other,student,4.5,7.0,10.0,1.0,0.0,2.0,41.0,2.0,4.0,0.0,10,1
3176,SR02141,42.0,female,young professional,8.0,7.5,11.0,3.0,1.0,5.0,22.0,4.0,14.0,1.0,10,1
3178,SR04949,23.0,male,student,6.0,8.5,11.5,2.0,2.0,5.0,43.0,3.0,4.0,0.0,10,1
3179,SR00755,21.0,other,business owner,5.5,6.0,4.5,0.0,3.0,7.0,42.0,5.0,11.0,0.0,10,0
3180,SR01738,38.0,female,teacher,8.5,4.0,3.5,1.0,0.0,7.0,26.0,4.0,7.138232953037941,1.0,4,0
3181,SR02972,29.0,female,freelancer,8.0,11.0,14.0,1.0,3.0,5.0,25.0,1.0,9.0,0.0,10,1
3182,SR04980,69.0,female,retired,7.0,1.5,2.0,0.5,0.0,6.0,40.0,4.0,1.0,0.0,10,1
3183,SR02921,21.0,female,young professional,5.5,7.5,7.0,0.0,4.0,7.0,42.0,3.1847368421052633,6.0,0.5,10,1
3184,SR00312,51.0,male,business owner,6.0,6.0,6.5,7.5,2.0,6.0,24.0,1.0,10.0,0.0,10,1
3185,SR00549,19.0,female,student,5.0,8.0,10.0,2.66384778012685,0.0,6.0,53.0,1.0,4.0,1.0,10,1
3186,SR04053,34.0,female,young professional,6.0,7.0,8.0,3.5,3.0,5.0,19.0,3.0,10.0,1.0,10,1
3188,SR01990,27.0,female,freelancer,9.5,9.0,11.5,3.5,1.0,8.0,41.0,5.0,14.0,0.0,10,1
3189,SR00307,76.0,male,business owner,5.0,6.0,7.0,7.5,4.0,6.0,54.0,2.0,10.0,0.0,10,1
3190,SR02336,22.0,male,healthcare worker,7.0,4.0,4.0,3.5,3.0,6.0,36.0,3.0,10.0,0.5,10,1
3191,SR00695,43.0,female,teacher,6.5,5.0,6.5,0.0,0.0,5.0,20.0,6.0,10.0,1.5,7,1
3192,SR02357,51.0,female,business owner,6.0,8.5,10.5,2.5,2.0,9.0,26.0,2.0,13.0,0.5,10,1
3194,SR00685,27.0,other,young professional,4.0,7.0,8.5,3.0,0.0,6.0,9.0,5.0,7.0,0.5,10,1
3195,SR00750,30.0,other,student,7.0,6.0,10.0,2.0,1.0,6.0,26.0,1.0,9.0,1.0,7,0
3196,SR04009,75.0,male,retired,7.5,3.0,2.5,1.5,3.0,8.0,3.0,3.0,1.0,0.0,4,0
3197,SR01267,80.0,male,retired,9.0,3.0,1.0,1.5,2.0,9.0,17.0,1.0,0.0,1.0,4,0
