User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
SR01886,50.0,Female,Freelancer,8.5,5.0,,2.5,1.0,4.0,32.0,3.0,12.0,0.0,8,0
SR01643,55.0,  Non-binary ,Teacher,4.5,3.0,3.5,1.5,0.0,,15.0,2.0,9.0,1.0,10,1
SR03510,70.0,Female,Retried,9.0,4.5,7.5,,4.0,5.0,7.0,2.0,3.0,0.0,6,0
SR04810,32.0,Female,Young Professional,7.0,3.5,6.5,3.0,4.0,9.0,,5.0,7.0,1.5,4,1
SR02098,32.0,Female,Healthcare Worker,6.0,,11.5,4.0,3.0,7.0,36.0,1.0,12.0,1.5,10,0
SR04358,33.0,Female,Young Professional,8.0,8.5,12.0,4.0,,4.0,24.0,9.0,11.0,0.5,10,1
SR03789,37.0,Non-binary,Teacher,7.5,2.0,2.5,0.0,1.0,8.0,33.0,3.0,5.0,2.0,10,1
SR04495,18.0,Female,Student,6.0,10.0,11.5,4.0,3.0,6.0,37.0,,4.0,0.0,10,1
SR04968,44.0,Female,Freelancer,7.5,7.5,8.0,6.5,3.0,6.0,39.0,0.0,8.0,0.5,10,1
SR00837,53.0,Male,Young Professional,7.5,,7.5,4.0,2.0,7.0,35.0,1.0,12.0,0.5,10,1
SR00602,23.0,Female,Student,7.5,2.5,3.5,2.5,2.0,5.0,47.0,3.0,5.0,0.0,10,1
SR02185,72.0,Male,Retired,10.5,4.5,8.0,3.0,1.0,10.0,17.0,2.0,4.0,0.0,2,0
SR03866,21.0,Non-binary,Student,7.0,11.5,14.0,0.5,0.0,7.0,30.0,1.0,8.0,0.5,10,1
SR02482,76.0,Female,Retired,8.5,7.0,9.0,2.0,2.0,,22.0,5.0,7.0,0.5,3,1
SR04308,70.0,  Female ,Freelancer,5.0,6.5,7.5,3.5,2.0,6.0,23.0,5.0,7.0,0.0,10,1
SR01583,68.0,Female,Retired,9.5,,4.0,0.0,0.0,7.0,13.0,,2.0,0.5,6,0
SR04267,27.0,Non-binary,Freelancer,9.5,9.0,14.0,0.0,1.0,7.0,39.0,4.0,10.0,0.0,10,1
SR02534,20.0,Female,Student,6.0,11.5,15.0,5.0,2.0,7.0,36.0,1.0,7.0,0.0,10,1
SR02726,76.0,Male,Retired,7.0,,6.5,1.0,0.0,5.0,8.0,5.0,3.0,0.0,4,0
SR01071,57.0,Male,Business Owner,6.5,4.5,,4.0,5.0,7.0,51.0,3.0,11.0,0.0,10,1
SR01776,34.0,Female,Healthcare Worker,5.5,4.0,,,1.0,,11.0,3.0,11.0,0.5,10,1
SR04809,35.0,Female,Business Owner,,5.0,5.0,3.0,7.0,6.0,42.0,0.0,10.0,0.5,10,1
SR01284,34.0,Other,Business Owner,8.0,7.0,11.0,2.5,3.0,4.0,40.0,4.0,10.0,1.0,10,1
SR03051,18.0,Female,Young Professional,8.0,6.5,7.5,5.0,3.0,6.0,31.0,2.0,10.0,1.0,10,1
SR04754,32.0,Male,Student,6.5,9.5,10.5,5.0,3.0,5.0,49.0,5.0,6.0,0.0,10,1
SR01837,200.0,woman,Teacher,5.5,4.5,5.5,0.0,0.0,7.0,,3.0,11.0,0.0,9,1
SR04243,19.0,Male,Student,5.5,6.0,7.0,0.5,,5.0,53.0,0.0,4.0,0.5,10,0
SR01020,48.0,Non-binary,Teacher,9.0,4.0,6.0,6.0,3.0,6.0,7.0,4.0,9.0,0.5,3,0
SR04134,45.0,  Male ,Freelancer,8.0,4.5,8.5,2.5,1.0,5.0,60.0,4.0,7.0,0.0,10,0
SR01327,76.0,Male,Retired,7.5,2.5,4.0,3.5,2.0,6.0,28.0,1.0,0.0,0.5,7,0
SR00476,40.0,Female,Business Owner,5.5,3.5,5.0,3.0,1.0,9.0,30.0,5.0,16.0,1.0,10,1
SR04272,36.0,Female,Business Owner,0.5,7.0,,3.5,3.0,6.0,35.0,6.0,8.0,0.0,10,1
SR01652,29.0,Male,Young Professional,6.0,2.5,3.0,,0.0,6.0,24.0,5.0,11.0,0.5,7,1
SR03999,-5.0,Female,Business Owner,5.5,5.5,7.5,4.0,4.0,7.0,28.0,3.0,13.0,1.0,10,1
SR04468,26.0,Female,Freelancer,6.5,7.0,8.5,3.5,3.0,6.0,51.0,5.0,8.0,0.0,10,1
SR02611,,Male,Student,8.5,9.0,12.0,4.5,2.0,7.0,37.0,2.0,9.0,0.0,10,1
SR02477,53.0,Male,Young Professional,6.0,,8.0,4.5,3.0,5.0,46.0,2.0,6.0,0.5,10,1
SR02584,37.0,Non-binary,Freelancer,6.0,4.5,8.5,6.0,5.0,3.0,23.0,0.0,7.0,,10,1
SR01374,38.0,Non-binary,Young Professional,5.0,3.0,3.5,1.0,3.0,6.0,42.0,0.0,5.0,0.5,10,1
SR00740,20.0,Female,Student,7.5,6.0,8.0,,2.0,,,0.0,5.0,1.0,10,1
SR03619,59.0,Other,Business Owner,6.0,6.5,8.5,1.5,5.0,8.0,45.0,1.0,9.0,0.0,10,1
SR02441,48.0,Female,Business Owner,5.0,8.0,11.5,4.0,2.0,6.0,39.0,3.0,10.0,0.5,10,0
SR00868,19.0,Female,Freelancer,6.0,4.5,5.5,3.0,2.0,3.0,20.0,0.0,10.0,0.5,8,0
SR01141,25.0,Other,Healthcare Worker,3.0,2.5,4.5,0.0,2.0,6.0,23.0,3.0,11.0,0.0,10,1
SR00998,70.0,Female,Retired,6.5,1.0,1.0,0.0,1.0,8.0,8.0,5.0,1.0,0.0,5,0
SR01338,41.0,Male,Healthcare Worker,4.0,4.0,4.5,1.0,2.0,7.0,8.0,0.0,10.0,1.0,10,1
SR00542,19.0,Non-binary,Student,5.0,6.0,7.5,2.0,1.0,3.0,38.0,3.0,5.0,0.5,10,1
SR01100,120.0,Male,Freelancer,8.0,8.5,9.5,3.5,3.0,5.0,,1.0,13.0,0.0,10,1
SR01133,28.0,Female,Business Owner,5.5,7.5,10.5,3.0,2.0,2.0,36.0,2.0,12.0,0.0,10,1
SR04065,36.0,Female,Young Professional,6.0,6.5,9.0,3.5,3.0,7.0,33.0,2.0,8.0,1.0,10,1
SR02716,,Male,Healthcare Worker,,5.5,7.0,3.0,3.0,9.0,25.0,4.0,14.0,0.5,8,0
SR02259,48.0,Female,Healthcare Worker,7.5,5.5,7.0,3.0,4.0,6.0,3.0,1.0,12.0,1.0,8,0
SR04751,21.0,Female,Student,6.0,6.5,9.0,9.0,,8.0,39.0,2.0,7.0,1.0,10,1
SR00060,75.0,Female,Retired,6.0,1.0,1.0,0.0,2.0,8.0,49.0,2.0,0.0,1.5,10,1
SR02884,25.0,Non-binary,Student,6.5,,6.0,,0.0,,46.0,2.0,1.0,1.0,10,1
SR01939,57.0,M,Freelancer,5.5,7.5,9.5,3.0,2.0,5.0,37.0,4.0,8.0,0.0,10,1
SR02577,27.0,Female,Young Professional,8.0,4.5,6.5,0.0,1.0,9.0,,3.0,6.0,1.0,10,1
SR04937,56.0,Female,Retired,6.0,,1.5,0.0,2.0,6.0,18.0,4.0,3.0,0.0,7,1
SR01079,36.0,Male,Teacher,7.5,3.5,1.5,0.0,1.0,8.0,32.0,2.0,6.0,0.5,10,0
SR03250,22.0,Female,Business Owner,6.0,5.5,7.0,3.0,,7.0,45.0,0.0,,0.5,10,1
SR03128,0.0,Male,Retired,7.5,3.5,4.5,2.0,2.0,6.0,4.0,5.0,5.0,0.0,3,0
SR02489,38.0,Female,Retired,8.5,,7.5,1.0,1.0,6.0,48.0,1.0,0.0,0.5,10,1
SR00941,42.0,Female,Business Owner,6.5,6.5,7.5,5.5,3.0,6.0,53.0,0.0,12.0,0.0,10,1
SR01081,26.0,Non-binary,Young Professional,7.5,7.0,8.5,1.5,2.0,6.0,37.0,0.0,9.0,1.5,10,1
SR00188,41.0,Male,Young Professional,5.5,,7.5,2.5,4.0,,53.0,2.0,13.0,,10,1
SR02635,50.0,Male,Healthcare Worker,6.0,5.0,6.5,4.0,5.0,7.0,23.0,0.0,9.0,0.5,10,1
SR02086,33.0,Male,Freelancer,,6.0,,2.5,2.0,7.0,26.0,6.0,7.0,0.5,10,1
SR02250,20.0,Other,Student,8.5,6.0,8.5,4.5,3.0,6.0,36.0,4.0,2.0,1.0,10,1
SR04891,200.0,Female,Business Owner,4.5,9.5,11.0,3.5,,6.0,43.0,0.0,12.0,0.0,10,1
SR02024,18.0,Female,Business Owner,4.0,4.5,5.0,4.0,5.0,7.0,36.0,3.0,11.0,0.0,10,1
SR03540,23.0,Male,Student,9.0,6.5,7.5,5.5,2.0,6.0,44.0,2.0,9.0,0.0,10,0
SR04049,19.0,Male,Young Professional,7.5,7.0,10.0,0.0,1.0,5.0,41.0,5.0,9.0,1.0,10,1
SR03607,41.0,Non-binary,Freelancer,6.0,6.0,7.5,3.0,2.0,8.0,44.0,4.0,10.0,0.5,10,1
SR00227,59.0,Male,Healthcare Worker,7.5,3.0,2.0,3.0,5.0,,28.0,1.0,10.0,0.5,7,0
SR04848,22.0,Other,Student,6.0,8.0,10.0,3.5,2.0,5.0,32.0,2.0,5.0,0.0,10,1
SR01930,48.0,Male,Healthcare Worker,4.0,,1.0,2.0,,5.0,16.0,4.0,13.0,0.0,10,1
SR03056,62.0,Male,Business Owner,8.5,9.5,12.0,6.0,6.0,4.0,54.0,2.0,10.0,0.0,10,1
SR04490,37.0,Female,Young Professional,6.5,8.5,10.5,,2.0,3.0,42.0,1.0,11.0,,10,1
SR01405,,  Male ,Student,7.5,8.0,9.5,4.5,4.0,6.0,,3.0,7.0,1.0,10,1
SR02180,39.0,Male,Healthcare Worker,5.0,,5.5,0.0,2.0,4.0,27.0,5.0,11.0,,10,1
SR00698,36.0,  Other ,Business Owner,4.5,6.5,10.0,2.5,6.0,7.0,,0.0,7.0,0.5,10,1
SR01125,50.0,Female,Business Owner,6.0,4.5,5.0,5.0,,9.0,,1.0,10.0,1.5,10,1
SR03362,41.0,Female,Retried,4.5,1.0,2.0,5.5,2.0,8.0,20.0,3.0,3.0,0.0,10,0
SR04136,19.0,Female,Student,4.0,7.0,8.5,2.0,3.0,6.0,27.0,4.0,7.0,1.0,10,1
SR01779,28.0,Non-binary,Healthcare worker,6.5,4.5,4.5,2.5,,,38.0,3.0,11.0,0.5,10,1
SR02859,70.0,Male,Retired,11.0,3.5,3.0,2.5,1.0,9.0,21.0,9.0,2.0,0.5,0,0
SR01038,30.0,Male,Young Professional,8.0,6.0,6.0,4.5,3.0,10.0,36.0,0.0,10.0,1.5,10,1
SR04457,67.0,Male,Healthcare Worker,5.0,6.0,8.5,0.0,3.0,,41.0,7.0,9.0,1.5,10,1
SR02257,62.0,Male,Healthcare Worker,5.0,,2.0,0.0,0.0,7.0,33.0,0.0,11.0,1.0,10,1
SR00314,42.0,Non-binary,Retired,8.5,5.0,7.5,1.5,3.0,9.0,34.0,3.0,2.0,0.5,7,0
SR02282,18.0,Male,Student,6.0,10.5,14.0,0.0,5.0,4.0,33.0,5.0,1.0,0.0,10,1
SR01417,,Male,Young Professional,6.5,7.0,7.0,2.5,2.0,5.0,49.0,5.0,,0.5,10,1
SR01037,20.0,Other,Healthcare Worker,5.0,3.5,4.0,0.0,2.0,8.0,40.0,4.0,13.0,1.0,10,1
SR02160,25.0,Male,Freelancer,5.5,13.0,15.0,2.5,2.0,,28.0,5.0,8.0,0.5,10,1
SR04164,26.0,Male,Young Professional,5.0,7.5,9.5,4.5,1.0,4.0,33.0,1.0,12.0,1.0,10,1
SR01755,62.0,Male,Retired,7.5,1.0,1.0,7.0,2.0,7.0,5.0,5.0,4.0,0.5,5,0
SR03113,51.0,Male,Retired,8.5,2.5,2.5,2.5,1.0,9.0,15.0,0.0,0.0,0.0,4,0
SR02814,23.0,FEMALE,Student,10.0,5.5,8.0,3.0,3.0,5.0,24.0,0.0,6.0,1.5,7,0
SR02699,34.0,Female,Business Owner,6.0,9.5,13.5,0.0,1.0,4.0,,5.0,12.0,0.0,10,1
SR03208,39.0,Male,Student,8.0,3.5,5.0,3.5,2.0,7.0,31.0,0.0,5.0,0.0,8,0
SR04351,29.0,  Male ,Young Professional,3.0,4.0,3.5,2.5,3.0,5.0,65.0,6.0,9.0,1.0,10,1
SR03432,29.0,Male,Freelancer,6.0,9.5,12.5,3.0,2.0,7.0,38.0,9.0,10.0,0.5,10,0
SR01507,65.0,Male,Retired,7.0,3.0,3.5,1.5,3.0,8.0,33.0,4.0,2.0,0.0,9,1
SR01924,20.0,Female,Teacher,7.5,3.0,3.0,0.0,2.0,7.0,16.0,2.0,8.0,0.0,6,0
SR00449,66.0,Female,Retried,8.0,35.0,8.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,6,0
SR04129,37.0,Female,Freelancer,8.5,5.0,8.5,7.0,2.0,6.0,25.0,0.0,7.0,0.5,10,1
SR02529,59.0,Female,Business Owner,6.5,11.0,15.0,0.5,4.0,8.0,45.0,4.0,12.0,0.5,10,1
SR04970,75.0,Female,retired,6.0,7.5,8.0,2.0,1.0,7.0,9.0,1.0,3.0,0.0,7,0
SR02790,20.0,Female,Student,8.0,6.0,7.0,3.0,2.0,4.0,24.0,0.0,7.0,0.5,6,0
SR00362,32.0,Male,Young Professional,9.0,10.0,13.0,1.5,5.0,5.0,41.0,4.0,10.0,0.0,10,1
SR02184,19.0,Male,Student,8.0,9.5,14.0,3.0,0.0,3.0,48.0,0.0,9.0,0.0,10,1
SR01135,70.0,Male,Business Owner,9.5,9.5,12.0,3.0,1.0,5.0,41.0,0.0,13.0,1.5,10,1
SR03881,,Female,Freelancer,7.0,9.0,11.0,2.0,1.0,8.0,30.0,2.0,11.0,0.0,10,1
SR02156,39.0,Non-binary,Business Owner,7.0,5.5,6.0,1.5,3.0,4.0,38.0,5.0,13.0,1.0,10,1
SR01831,27.0,Non-binary,Healthcare Worker,6.0,5.0,3.0,1.5,4.0,4.0,34.0,4.0,8.0,1.0,10,1
SR01054,57.0,Male,Retired,7.0,,1.0,0.0,,10.0,26.0,2.0,0.0,0.0,7,0
SR00023,66.0,Female,Freelancer,7.0,2.0,3.5,3.0,0.0,4.0,50.0,3.0,10.0,0.0,10,1
SR02067,23.0,Man,Teacher,7.0,6.5,11.0,1.5,1.0,6.0,41.0,5.0,11.0,2.0,10,1
SR01654,42.0,m,Young Professional,6.0,4.0,5.0,1.5,2.0,8.0,40.0,3.0,12.0,1.5,10,1
SR02588,76.0,Male,Teacher,5.5,,1.0,5.0,2.0,7.0,17.0,1.0,10.0,0.5,10,1
SR03211,39.0,Female,Freelancer,6.5,8.0,11.5,3.0,2.0,2.0,47.0,1.0,7.0,0.0,10,1
SR04303,23.0,Other,Student,8.0,5.5,4.5,2.5,2.0,5.0,32.0,2.0,2.0,1.0,10,0
SR04037,50.0,Non-binary,Teacher,8.5,4.5,4.5,6.5,0.0,9.0,33.0,3.0,10.0,0.0,10,0
SR02326,48.0,Male,Young Professional,5.0,4.0,2.0,,4.0,2.0,33.0,1.0,8.0,0.5,10,1
SR00461,33.0,Female,Young Professional,4.5,9.5,12.0,2.5,6.0,3.0,48.0,5.0,10.0,1.0,10,1
SR01068,40.0,Male,Young Professional,5.0,6.5,7.0,3.0,,9.0,34.0,0.0,8.0,0.5,10,1
SR00088,35.0,Non-binary,Young Professional,7.5,9.0,12.0,0.5,1.0,5.0,28.0,3.0,8.0,1.5,10,1
SR01431,38.0,Female,Healthcare Worker,6.5,7.0,9.5,0.0,3.0,9.0,15.0,1.0,,0.0,7,0
SR02648,35.0,Male,Young Professional,8.5,6.5,8.0,2.5,2.0,4.0,17.0,2.0,10.0,1.5,9,0
SR00283,19.0,Female,Student,8.5,9.5,13.0,3.5,3.0,8.0,30.0,5.0,8.0,0.0,10,1
SR00463,36.0,Male,retired,10.5,4.5,6.0,2.5,0.0,10.0,18.0,3.0,3.0,0.0,0,0
SR00213,43.0,  Female ,Retried,8.5,5.5,8.0,2.5,0.0,6.0,15.0,5.0,3.0,0.5,2,0
SR02500,42.0,  Male ,Business Owner,7.5,5.0,6.0,2.0,1.0,4.0,17.0,5.0,9.0,0.0,2,1
SR01369,57.0,Male,Teacher,8.0,3.0,5.0,1.5,5.0,8.0,32.0,1.0,12.0,0.5,9,1
SR00235,52.0,Female,Business Owner,5.5,7.0,8.5,1.5,6.0,7.0,31.0,4.0,9.0,0.0,10,1
SR02771,39.0,Male,Business Owner,4.0,6.5,7.5,3.5,0.0,2.0,43.0,2.0,11.0,0.5,10,1
SR00598,69.0,Female,Health Care Worker,8.0,2.5,,0.0,3.0,,26.0,2.0,9.0,0.0,6,0
SR04421,38.0,Female,Freelancer,9.0,9.0,11.0,0.5,0.0,,27.0,1.0,9.0,1.0,10,1
SR02251,20.0,Male,Healthcare Worker,6.5,2.5,4.5,2.5,,7.0,15.0,5.0,8.0,1.5,7,0
SR04032,,Female,Retired,8.5,5.5,,2.5,1.0,5.0,26.0,5.0,1.0,0.0,2,0
SR02284,27.0,Female,Healthcare Worker,5.5,1.5,2.0,4.0,3.0,6.0,31.0,5.0,11.0,1.0,10,1
SR00663,72.0,Male,Freelancer,7.5,5.5,,1.5,5.0,10.0,,2.0,,0.5,10,1
SR04964,19.0,Female,Student,5.0,7.5,10.0,,,,44.0,1.0,8.0,0.5,10,1
SR02286,54.0,Non-binary,Retired,5.0,35.0,3.0,1.5,0.0,9.0,,,5.0,0.0,9,0
SR04717,21.0,Female,Business Owner,7.0,3.5,4.5,2.5,2.0,5.0,36.0,4.0,10.0,1.5,10,1
SR03194,48.0,Male,Business Owner,4.0,6.0,7.0,4.5,2.0,7.0,37.0,1.0,13.0,0.5,10,1
SR02504,20.0,Non-binary,Healthcare Worker,8.5,1.0,1.0,0.5,2.0,10.0,3.0,6.0,9.0,1.0,0,1
SR04044,56.0,Female,Freelancer,,5.5,8.0,4.0,3.0,6.0,52.0,3.0,6.0,0.5,10,1
SR00780,21.0,Male,Student,,,10.5,5.0,0.0,10.0,48.0,1.0,9.0,0.0,10,1
SR04020,21.0,Male,Student,6.5,5.0,7.5,0.5,2.0,4.0,37.0,5.0,7.0,1.0,10,1
SR03427,20.0,Non-binary,Young Professional,,5.5,7.0,3.5,2.0,6.0,31.0,4.0,6.0,0.0,10,1
SR04307,40.0,Male,Young Professional,8.5,8.5,12.0,2.5,2.0,6.0,28.0,4.0,,1.5,10,1
SR03197,48.0,Female,Teacher,6.5,6.5,8.5,3.0,2.0,10.0,16.0,0.0,13.0,0.0,8,0
SR04836,48.0,Female,Teacher,7.0,6.0,8.0,0.0,0.0,3.0,8.0,6.0,7.0,0.5,6,0
SR00686,,Female,Teacher,7.0,8.5,10.0,0.0,2.0,7.0,29.0,6.0,6.0,0.5,10,1
SR03170,32.0,Male,Student,7.5,8.5,11.0,5.5,,5.0,28.0,4.0,8.0,0.0,10,1
SR03927,42.0,  Male ,Healthcare Worker,3.0,6.5,9.5,0.0,0.0,9.0,27.0,7.0,10.0,0.5,10,1
SR03435,21.0,Non-binary,Student,6.5,6.5,9.5,2.0,2.0,6.0,,2.0,2.0,0.0,10,1
SR02172,32.0,Male,Young Professional,5.5,2.5,3.5,1.0,3.0,6.0,14.0,6.0,11.0,0.5,10,1
SR03690,20.0,Male,Young Professional,7.0,7.5,11.5,1.0,3.0,7.0,54.0,2.0,8.0,1.0,10,1
SR01851,29.0,Male,Young Professional,,28.0,9.5,0.5,2.0,7.0,18.0,0.0,8.0,1.5,10,0
SR00488,,Male,Retired,8.5,4.0,5.5,0.5,3.0,7.0,27.0,8.0,2.0,0.0,0,0
SR01689,35.0,Male,Business Owner,6.5,6.5,,1.0,5.0,7.0,33.0,0.0,12.0,1.0,10,1
SR02231,53.0,Female,Teacher,5.5,4.5,5.5,3.5,1.0,7.0,20.0,4.0,7.0,0.5,10,1
SR03265,24.0,Female,Young Professional,7.0,8.0,9.5,2.5,2.0,4.0,26.0,0.0,13.0,0.5,10,1
SR02321,51.0,other,Retired,9.5,4.5,4.0,4.0,1.0,9.0,14.0,2.0,2.0,0.5,5,0
SR00783,,Female,Teacher,7.0,2.5,1.0,4.0,4.0,3.0,,8.0,6.0,0.5,10,1
SR00522,37.0,Female,teacher,8.5,5.0,4.0,5.0,3.0,5.0,21.0,5.0,5.0,0.0,5,0
SR00523,34.0,Male,Teacher,6.0,35.0,2.5,1.0,0.0,9.0,9.0,1.0,6.0,1.0,5,0
SR02838,19.0,  Male ,Student,7.5,10.5,13.0,1.0,0.0,7.0,54.0,3.0,10.0,1.0,10,1
SR04540,73.0,Male,Freelancer,6.5,9.5,10.5,4.0,4.0,,48.0,2.0,,0.5,10,1
SR02399,21.0,Female,Student,6.5,12.0,15.0,2.5,2.0,4.0,34.0,6.0,7.0,0.0,10,1
SR02208,71.0,Female,Business Owner,6.5,,1.0,2.5,5.0,7.0,37.0,4.0,10.0,1.5,10,1
SR03478,63.0,Non-binary,Retired,9.5,3.0,3.5,2.5,3.0,7.0,13.0,5.0,,0.0,0,0
SR03553,20.0,Male,Student,6.5,4.0,4.5,1.5,2.0,4.0,19.0,5.0,7.0,0.5,4,0
SR04088,31.0,Male,Young Professional,5.5,6.5,9.5,5.0,0.0,7.0,22.0,4.0,11.0,0.0,10,1
SR02823,35.0,Male,Young Professional,9.0,6.0,6.0,3.0,1.0,10.0,43.0,4.0,13.0,0.0,10,1
SR01512,50.0,Male,Retired,10.0,1.5,2.0,1.5,0.0,5.0,11.0,5.0,4.0,0.5,0,0
SR01883,23.0,Male,Student,7.0,2.0,3.0,4.5,,4.0,44.0,3.0,6.0,2.0,10,1
SR00652,28.0,Non-binary,Freelancer,7.5,10.5,13.5,0.0,2.0,3.0,38.0,3.0,6.0,0.5,10,1
SR04931,49.0,Other,Healthcare Worker,,5.0,,0.0,0.0,4.0,18.0,0.0,12.0,1.5,7,0
SR03090,28.0,Female,freelancer,6.0,10.5,14.5,4.0,,,48.0,3.0,11.0,0.0,10,1
SR00370,62.0,Male,Retired,9.0,3.0,4.5,1.5,0.0,6.0,32.0,6.0,1.0,0.5,2,0
SR04998,48.0,F,Business Owner,8.0,4.5,4.5,3.0,4.0,6.0,42.0,4.0,9.0,,10,1
SR00119,35.0,Non-binary,Teacher,10.0,2.0,2.5,0.0,1.0,7.0,33.0,2.0,7.0,0.5,10,1
SR03321,73.0,Female,Retired,7.5,3.5,4.0,0.0,0.0,6.0,20.0,0.0,0.0,0.5,6,0
SR03035,51.0,Non-binary,Retired,7.0,2.5,,,1.0,7.0,26.0,2.0,0.0,0.0,4,0
SR02217,69.0,Male,Retired,7.0,1.0,1.0,0.0,1.0,9.0,17.0,4.0,0.0,0.0,5,0
SR03543,48.0,Female,Business Owner,6.5,9.0,10.5,4.0,3.0,7.0,41.0,1.0,10.0,1.0,10,1
SR01614,56.0,Male,Retired,7.5,7.0,10.0,,0.0,7.0,22.0,6.0,3.0,0.0,9,0
SR03152,35.0,Male,Young Professional,4.5,4.5,5.5,3.0,2.0,5.0,44.0,5.0,10.0,0.5,10,1
SR00963,40.0,OTHER,Teacher,7.5,6.5,7.0,0.0,0.0,7.0,18.0,2.0,6.0,,6,0
SR02511,18.0,Female,Retired,7.5,2.0,3.5,5.5,2.0,7.0,12.0,5.0,,0.0,5,0
SR03832,19.0,Female,Young Professional,7.0,8.0,10.0,4.0,0.0,8.0,36.0,4.0,10.0,1.0,10,0
SR02824,34.0,Non-binary,Young Professional,7.0,5.5,9.0,0.0,3.0,6.0,37.0,3.0,4.0,1.5,10,1
SR04344,26.0,Female,Business Owner,7.5,8.0,10.0,,2.0,6.0,27.0,0.0,4.0,0.0,10,1
SR03033,37.0,Female,Healthcare Worker,7.5,2.0,1.0,0.5,2.0,8.0,14.0,5.0,9.0,0.0,2,0
SR02416,29.0,Other,Freelancer,9.0,10.0,12.5,4.0,3.0,6.0,31.0,7.0,6.0,0.0,10,1
SR04655,41.0,Male,Young Professional,7.5,7.5,9.5,4.0,3.0,9.0,28.0,,11.0,1.5,10,0
SR04237,76.0,Female,Retired,9.5,3.0,4.5,2.5,0.0,9.0,5.0,7.0,3.0,0.0,0,0
SR02186,72.0,Male,Freelancer,7.5,7.5,10.0,,4.0,3.0,32.0,,6.0,0.0,10,1
SR03670,52.0,Female,Teacher,7.0,8.5,12.5,2.0,4.0,8.0,28.0,5.0,10.0,1.0,10,1
SR02038,53.0,MALE,Teacher,8.0,2.5,4.0,3.0,,8.0,38.0,6.0,11.0,1.0,10,1
SR04363,33.0,Female,Healthcare Worker,7.0,3.5,5.0,2.0,50.0,6.0,18.0,1.0,12.0,1.5,8,0
SR00773,53.0,Female,Freelancer,7.5,7.5,9.5,4.5,3.0,3.0,49.0,,12.0,0.5,10,1
SR01285,34.0,Female,Business Owner,4.5,7.5,11.5,4.5,1.0,6.0,22.0,2.0,8.0,1.0,10,1
SR04604,75.0,Male,Retired,7.0,4.0,6.5,3.5,1.0,6.0,15.0,4.0,0.0,0.0,4,0
SR04795,39.0,  Male ,Healthcare Worker,9.5,7.5,9.5,2.5,4.0,9.0,31.0,0.0,13.0,0.5,10,1
SR01415,26.0,Female,Freelancer,8.0,10.5,14.5,0.0,1.0,5.0,40.0,5.0,,0.0,10,1
SR01235,20.0,FEMALE,Young Professional,,6.0,7.0,6.0,,8.0,36.0,3.0,6.0,0.5,10,1
SR02700,68.0,FEMALE,Retired,9.0,5.5,7.0,0.0,0.0,5.0,4.0,8.0,4.0,0.0,0,0
SR00436,30.0,MALE,Healthcare Worker,5.0,7.0,10.0,,3.0,10.0,27.0,1.0,13.0,1.5,10,1
SR01675,69.0,Male,Retired,7.5,2.5,5.0,1.0,2.0,5.0,25.0,2.0,0.0,0.0,5,1
SR00366,25.0,Other,Young Professional,,9.5,9.5,3.0,2.0,7.0,5.0,3.0,8.0,1.0,10,1
SR02650,75.0,m,Retired,7.5,2.5,4.0,3.0,2.0,5.0,20.0,6.0,1.0,1.0,3,0
SR00232,22.0,Male,Student,7.0,8.5,11.5,4.5,4.0,2.0,26.0,,4.0,,10,0
SR04268,30.0,Female,Healthcare Worker,3.5,4.5,6.5,1.5,2.0,,11.0,7.0,11.0,1.0,10,1
SR04042,19.0,Male,Student,6.5,5.0,8.5,3.5,0.0,5.0,22.0,0.0,6.0,0.5,7,0
SR04400,73.0,Female,Techer,9.5,5.5,8.0,2.5,2.0,7.0,28.0,4.0,,1.5,3,0
SR00408,21.0,  Female ,Young Professional,6.0,5.0,7.0,1.5,3.0,5.0,38.0,2.0,9.0,1.5,10,1
SR02091,54.0,Male,Young Professional,4.5,8.5,13.5,2.0,4.0,7.0,42.0,0.0,,1.5,10,1
SR00087,39.0,Female,Retired,9.0,7.0,10.0,0.0,1.0,5.0,15.0,9.0,4.0,,0,1
SR00845,77.0,Male,Retired,6.0,1.0,1.0,0.0,0.0,6.0,22.0,0.0,0.0,0.5,6,0
SR01032,73.0,Female,Retired,7.0,1.0,1.0,0.5,3.0,8.0,3.0,1.0,4.0,,6,0
SR02856,39.0,Male,Healthcare Worker,5.0,4.5,5.0,0.5,4.0,7.0,,6.0,11.0,1.0,10,1
SR04110,83.0,Male,Retired,9.0,5.5,6.5,0.5,2.0,10.0,25.0,5.0,9.0,0.5,0,0
SR04397,20.0,Other,Studdent,9.0,5.5,8.5,2.5,3.0,3.0,,2.0,3.0,0.0,10,1
SR03894,77.0,Male,Retired,8.5,4.5,5.5,1.5,0.0,7.0,12.0,3.0,5.0,0.5,4,0
SR02659,19.0,Female,Student,7.0,10.5,14.5,2.0,1.0,3.0,47.0,1.0,4.0,0.0,10,1
SR00856,74.0,Other,Retired,6.0,3.5,4.0,0.0,1.0,7.0,4.0,4.0,2.0,0.0,6,0
